Agency,Driver Area,Race,Year,Agency Type,type,statistic
Burlington Police,Burlington, White,2016,police,Warning Counts,2970
Burlington Police,Burlington, Black,2016,police,Warning Counts,265
Burlington Police,Burlington, Asian,2016,police,Warning Counts,125
Burlington Police,Burlington, Hispanic,2016,police,Warning Counts,15
Burlington Police,Burlington, White,2017,police,Warning Counts,2101
Burlington Police,Burlington, Black,2017,police,Warning Counts,223
Burlington Police,Burlington, Asian,2017,police,Warning Counts,121
Burlington Police,Burlington, Hispanic,2017,police,Warning Counts,20
Burlington Police,Burlington, White,2018,police,Warning Counts,1797
Burlington Police,Burlington, Black,2018,police,Warning Counts,168
Burlington Police,Burlington, Asian,2018,police,Warning Counts,87
Burlington Police,Burlington, Hispanic,2018,police,Warning Counts,15
Burlington Police,Burlington, White,2019,police,Warning Counts,1350
Burlington Police,Burlington, Black,2019,police,Warning Counts,149
Burlington Police,Burlington, Asian,2019,police,Warning Counts,89
Burlington Police,Burlington, Hispanic,2019,police,Warning Counts,0
Caledonia County Sheriff,Caledonia County, White,2015,sheriff,Warning Counts,1
Caledonia County Sheriff,Caledonia County, Black,2015,sheriff,Warning Counts,0
Caledonia County Sheriff,Caledonia County, Asian,2015,sheriff,Warning Counts,0
Caledonia County Sheriff,Caledonia County, Hispanic,2015,sheriff,Warning Counts,0
Caledonia County Sheriff,Caledonia County, White,2016,sheriff,Warning Counts,5
Caledonia County Sheriff,Caledonia County, Black,2016,sheriff,Warning Counts,0
Caledonia County Sheriff,Caledonia County, Asian,2016,sheriff,Warning Counts,0
Caledonia County Sheriff,Caledonia County, White,2017,sheriff,Warning Counts,194
Caledonia County Sheriff,Caledonia County, Black,2017,sheriff,Warning Counts,0
Caledonia County Sheriff,Caledonia County, Asian,2017,sheriff,Warning Counts,0
Caledonia County Sheriff,Caledonia County, White,2018,sheriff,Warning Counts,88
Caledonia County Sheriff,Caledonia County, Black,2018,sheriff,Warning Counts,0
Caledonia County Sheriff,Caledonia County, Asian,2018,sheriff,Warning Counts,0
Caledonia County Sheriff,Caledonia County, Hispanic,2018,sheriff,Warning Counts,0
Castleton Police,Castleton, White,2016,police,Warning Counts,103
Castleton Police,Castleton, Black,2016,police,Warning Counts,0
Castleton Police,Castleton, Asian,2016,police,Warning Counts,0
Castleton Police,Castleton, Hispanic,2016,police,Warning Counts,0
Castleton Police,Castleton, White,2017,police,Warning Counts,5
Castleton Police,Castleton, Black,2017,police,Warning Counts,0
Castleton Police,Castleton, Asian,2017,police,Warning Counts,0
Castleton Police,Castleton, Hispanic,2017,police,Warning Counts,0
Castleton Police,Castleton, White,2018,police,Warning Counts,0
Castleton Police,Castleton, Black,2018,police,Warning Counts,0
Castleton Police,Castleton, Asian,2018,police,Warning Counts,0
Castleton Police,Castleton, Hispanic,2018,police,Warning Counts,0
Chester Police,Chester, White,2016,police,Warning Counts,65
Chester Police,Chester, Black,2016,police,Warning Counts,0
Chester Police,Chester, Asian,2016,police,Warning Counts,0
Chester Police,Chester, White,2017,police,Warning Counts,34
Chester Police,Chester, Black,2017,police,Warning Counts,0
Chester Police,Chester, Asian,2017,police,Warning Counts,0
Chester Police,Chester, Hispanic,2017,police,Warning Counts,0
Chester Police,Chester, White,2018,police,Warning Counts,14
Chester Police,Chester, Black,2018,police,Warning Counts,0
Chester Police,Chester, Asian,2018,police,Warning Counts,0
Chester Police,Chester, Hispanic,2018,police,Warning Counts,0
Chittenden County Sheriff,Chittenden County, White,2015,sheriff,Warning Counts,936
Chittenden County Sheriff,Chittenden County, Black,2015,sheriff,Warning Counts,21
Chittenden County Sheriff,Chittenden County, Asian,2015,sheriff,Warning Counts,18
Chittenden County Sheriff,Chittenden County, White,2016,sheriff,Warning Counts,1049
Chittenden County Sheriff,Chittenden County, Black,2016,sheriff,Warning Counts,34
Chittenden County Sheriff,Chittenden County, Asian,2016,sheriff,Warning Counts,15
Chittenden County Sheriff,Chittenden County, White,2017,sheriff,Warning Counts,882
Chittenden County Sheriff,Chittenden County, Black,2017,sheriff,Warning Counts,26
Chittenden County Sheriff,Chittenden County, Asian,2017,sheriff,Warning Counts,11
Chittenden County Sheriff,Chittenden County, White,2018,sheriff,Warning Counts,1032
Chittenden County Sheriff,Chittenden County, Black,2018,sheriff,Warning Counts,26
Chittenden County Sheriff,Chittenden County, Asian,2018,sheriff,Warning Counts,14
Chittenden County Sheriff,Chittenden County, Hispanic,2018,sheriff,Warning Counts,12
Colchester Police,Colchester, White,2014,police,Warning Counts,2008
Colchester Police,Colchester, Black,2014,police,Warning Counts,76
Colchester Police,Colchester, Asian,2014,police,Warning Counts,25
Colchester Police,Colchester, Hispanic,2014,police,Warning Counts,0
Colchester Police,Colchester, White,2015,police,Warning Counts,2210
Colchester Police,Colchester, Black,2015,police,Warning Counts,75
Colchester Police,Colchester, Asian,2015,police,Warning Counts,36
Colchester Police,Colchester, Hispanic,2015,police,Warning Counts,20
Colchester Police,Colchester, White,2016,police,Warning Counts,1822
Colchester Police,Colchester, Black,2016,police,Warning Counts,69
Colchester Police,Colchester, Asian,2016,police,Warning Counts,42
Colchester Police,Colchester, Hispanic,2016,police,Warning Counts,0
Colchester Police,Colchester, White,2017,police,Warning Counts,1808
Colchester Police,Colchester, Black,2017,police,Warning Counts,68
Colchester Police,Colchester, Asian,2017,police,Warning Counts,47
Colchester Police,Colchester, Hispanic,2017,police,Warning Counts,0
Colchester Police,Colchester, White,2018,police,Warning Counts,2602
Colchester Police,Colchester, Black,2018,police,Warning Counts,127
Colchester Police,Colchester, Asian,2018,police,Warning Counts,62
Colchester Police,Colchester, Hispanic,2018,police,Warning Counts,0
Colchester Police,Colchester, White,2019,police,Warning Counts,2031
Colchester Police,Colchester, Black,2019,police,Warning Counts,129
Colchester Police,Colchester, Asian,2019,police,Warning Counts,58
Colchester Police,Colchester, Hispanic,2019,police,Warning Counts,0
Dover Police,Dover, White,2015,police,Warning Counts,98
Dover Police,Dover, Black,2015,police,Warning Counts,0
Dover Police,Dover, Asian,2015,police,Warning Counts,0
Dover Police,Dover, Hispanic,2015,police,Warning Counts,0
Dover Police,Dover, White,2016,police,Warning Counts,133
Dover Police,Dover, Black,2016,police,Warning Counts,0
Dover Police,Dover, Asian,2016,police,Warning Counts,0
Dover Police,Dover, Hispanic,2016,police,Warning Counts,0
Dover Police,Dover, White,2017,police,Warning Counts,232
Dover Police,Dover, Black,2017,police,Warning Counts,0
Dover Police,Dover, Asian,2017,police,Warning Counts,0
Dover Police,Dover, Hispanic,2017,police,Warning Counts,0
Dover Police,Dover, White,2018,police,Warning Counts,170
Dover Police,Dover, Black,2018,police,Warning Counts,0
Dover Police,Dover, Asian,2018,police,Warning Counts,0
Dover Police,Dover, Hispanic,2018,police,Warning Counts,0
Essex Police,Essex, White,2014,police,Warning Counts,687
Essex Police,Essex, Black,2014,police,Warning Counts,16
Essex Police,Essex, Asian,2014,police,Warning Counts,0
Essex Police,Essex, Hispanic,2014,police,Warning Counts,0
Essex Police,Essex, White,2015,police,Warning Counts,2734
Essex Police,Essex, Black,2015,police,Warning Counts,71
Essex Police,Essex, Asian,2015,police,Warning Counts,72
Essex Police,Essex, Hispanic,2015,police,Warning Counts,24
Essex Police,Essex, White,2016,police,Warning Counts,2348
Essex Police,Essex, Black,2016,police,Warning Counts,70
Essex Police,Essex, Asian,2016,police,Warning Counts,63
Essex Police,Essex, Hispanic,2016,police,Warning Counts,16
Essex Police,Essex, White,2017,police,Warning Counts,1245
Essex Police,Essex, Black,2017,police,Warning Counts,43
Essex Police,Essex, Asian,2017,police,Warning Counts,48
Essex Police,Essex, Hispanic,2017,police,Warning Counts,17
Essex Police,Essex, White,2018,police,Warning Counts,2605
Essex Police,Essex, Black,2018,police,Warning Counts,116
Essex Police,Essex, Asian,2018,police,Warning Counts,81
Essex Police,Essex, Hispanic,2018,police,Warning Counts,32
Essex Police,Essex, White,2019,police,Warning Counts,2773
Essex Police,Essex, Black,2019,police,Warning Counts,135
Essex Police,Essex, Asian,2019,police,Warning Counts,100
Essex Police,Essex, Hispanic,2019,police,Warning Counts,27
Fair Haven Police,Fair Haven, White,2015,police,Warning Counts,197
Fair Haven Police,Fair Haven, Black,2015,police,Warning Counts,0
Fair Haven Police,Fair Haven, Asian,2015,police,Warning Counts,0
Fair Haven Police,Fair Haven, White,2017,police,Warning Counts,112
Fair Haven Police,Fair Haven, Black,2017,police,Warning Counts,1
Fair Haven Police,Fair Haven, Asian,2017,police,Warning Counts,0
Fair Haven Police,Fair Haven, Hispanic,2017,police,Warning Counts,0
Fair Haven Police,Fair Haven, White,2018,police,Warning Counts,53
Fair Haven Police,Fair Haven, Black,2018,police,Warning Counts,0
Fair Haven Police,Fair Haven, Asian,2018,police,Warning Counts,0
Fair Haven Police,Fair Haven, Hispanic,2018,police,Warning Counts,0
Fairlee Police,Fairlee, White,2015,police,Warning Counts,93
Fairlee Police,Fairlee, Black,2015,police,Warning Counts,0
Fairlee Police,Fairlee, Hispanic,2015,police,Warning Counts,0
Fairlee Police,Fairlee, White,2017,police,Warning Counts,0
Fairlee Police,Fairlee, White,2018,police,Warning Counts,4
Fairlee Police,Fairlee, Hispanic,2018,police,Warning Counts,0
Franklin County Sheriff,Franklin County, White,2017,sheriff,Warning Counts,762
Franklin County Sheriff,Franklin County, Black,2017,sheriff,Warning Counts,0
Franklin County Sheriff,Franklin County, Asian,2017,sheriff,Warning Counts,0
Franklin County Sheriff,Franklin County, White,2018,sheriff,Warning Counts,832
Franklin County Sheriff,Franklin County, Black,2018,sheriff,Warning Counts,0
Franklin County Sheriff,Franklin County, Asian,2018,sheriff,Warning Counts,0
Franklin County Sheriff,Franklin County, Hispanic,2018,sheriff,Warning Counts,0
Grand Isle Sheriff,Grand Isle County, White,2014,sheriff,Warning Counts,376
Grand Isle Sheriff,Grand Isle County, Black,2014,sheriff,Warning Counts,0
Grand Isle Sheriff,Grand Isle County, Asian,2014,sheriff,Warning Counts,0
Grand Isle Sheriff,Grand Isle County, Hispanic,2014,sheriff,Warning Counts,0
Grand Isle Sheriff,Grand Isle County, White,2015,sheriff,Warning Counts,2205
Grand Isle Sheriff,Grand Isle County, Black,2015,sheriff,Warning Counts,25
Grand Isle Sheriff,Grand Isle County, Asian,2015,sheriff,Warning Counts,0
Grand Isle Sheriff,Grand Isle County, Hispanic,2015,sheriff,Warning Counts,0
Grand Isle Sheriff,Grand Isle County, White,2016,sheriff,Warning Counts,1018
Grand Isle Sheriff,Grand Isle County, Black,2016,sheriff,Warning Counts,24
Grand Isle Sheriff,Grand Isle County, Asian,2016,sheriff,Warning Counts,0
Grand Isle Sheriff,Grand Isle County, Hispanic,2016,sheriff,Warning Counts,0
Grand Isle Sheriff,Grand Isle County, White,2017,sheriff,Warning Counts,1718
Grand Isle Sheriff,Grand Isle County, Black,2017,sheriff,Warning Counts,32
Grand Isle Sheriff,Grand Isle County, Asian,2017,sheriff,Warning Counts,0
Grand Isle Sheriff,Grand Isle County, Hispanic,2017,sheriff,Warning Counts,0
Grand Isle Sheriff,Grand Isle County, White,2018,sheriff,Warning Counts,1713
Grand Isle Sheriff,Grand Isle County, Black,2018,sheriff,Warning Counts,21
Grand Isle Sheriff,Grand Isle County, Asian,2018,sheriff,Warning Counts,0
Grand Isle Sheriff,Grand Isle County, Hispanic,2018,sheriff,Warning Counts,0
Hardwick Police,Hardwick, White,2015,police,Warning Counts,113
Hardwick Police,Hardwick, Black,2015,police,Warning Counts,0
Hardwick Police,Hardwick, Asian,2015,police,Warning Counts,0
Hardwick Police,Hardwick, Hispanic,2015,police,Warning Counts,0
Hardwick Police,Hardwick, White,2016,police,Warning Counts,453
Hardwick Police,Hardwick, Black,2016,police,Warning Counts,0
Hardwick Police,Hardwick, Asian,2016,police,Warning Counts,0
Hardwick Police,Hardwick, Hispanic,2016,police,Warning Counts,0
Hardwick Police,Hardwick, White,2017,police,Warning Counts,346
Hardwick Police,Hardwick, Black,2017,police,Warning Counts,0
Hardwick Police,Hardwick, Asian,2017,police,Warning Counts,0
Hardwick Police,Hardwick, White,2018,police,Warning Counts,228
Hardwick Police,Hardwick, Black,2018,police,Warning Counts,0
Hartford Police,Hartford, White,2015,police,Warning Counts,238
Hartford Police,Hartford, Black,2015,police,Warning Counts,0
Hartford Police,Hartford, Asian,2015,police,Warning Counts,0
Hartford Police,Hartford, Hispanic,2015,police,Warning Counts,0
Hartford Police,Hartford, White,2016,police,Warning Counts,551
Hartford Police,Hartford, Black,2016,police,Warning Counts,18
Hartford Police,Hartford, Asian,2016,police,Warning Counts,0
Hartford Police,Hartford, Hispanic,2016,police,Warning Counts,0
Hartford Police,Hartford, White,2017,police,Warning Counts,1729
Hartford Police,Hartford, Black,2017,police,Warning Counts,63
Hartford Police,Hartford, Asian,2017,police,Warning Counts,59
Hartford Police,Hartford, Hispanic,2017,police,Warning Counts,31
Hartford Police,Hartford, White,2018,police,Warning Counts,1839
Hartford Police,Hartford, Black,2018,police,Warning Counts,76
Hartford Police,Hartford, Asian,2018,police,Warning Counts,61
Hartford Police,Hartford, Hispanic,2018,police,Warning Counts,27
Hinesburg Police,Hinesburg, White,2014,police,Warning Counts,57
Hinesburg Police,Hinesburg, Black,2014,police,Warning Counts,0
Hinesburg Police,Hinesburg, Asian,2014,police,Warning Counts,0
Hinesburg Police,Hinesburg, Hispanic,2014,police,Warning Counts,0
Hinesburg Police,Hinesburg, White,2015,police,Warning Counts,188
Hinesburg Police,Hinesburg, Black,2015,police,Warning Counts,0
Hinesburg Police,Hinesburg, Asian,2015,police,Warning Counts,0
Hinesburg Police,Hinesburg, Hispanic,2015,police,Warning Counts,0
Hinesburg Police,Hinesburg, White,2016,police,Warning Counts,50
Hinesburg Police,Hinesburg, Black,2016,police,Warning Counts,0
Hinesburg Police,Hinesburg, Hispanic,2016,police,Warning Counts,0
Hinesburg Police,Hinesburg, White,2017,police,Warning Counts,755
Hinesburg Police,Hinesburg, Black,2017,police,Warning Counts,12
Hinesburg Police,Hinesburg, Asian,2017,police,Warning Counts,0
Hinesburg Police,Hinesburg, Hispanic,2017,police,Warning Counts,0
Hinesburg Police,Hinesburg, White,2018,police,Warning Counts,630
Hinesburg Police,Hinesburg, Black,2018,police,Warning Counts,16
Hinesburg Police,Hinesburg, Asian,2018,police,Warning Counts,0
Hinesburg Police,Hinesburg, Hispanic,2018,police,Warning Counts,0
Killington Police,Killington, White,2015,police,Warning Counts,25
Killington Police,Killington, Asian,2015,police,Warning Counts,0
Killington Police,Killington, Hispanic,2015,police,Warning Counts,0
Killington Police,Killington, White,2016,police,Warning Counts,95
Killington Police,Killington, Black,2016,police,Warning Counts,0
Killington Police,Killington, Asian,2016,police,Warning Counts,0
Killington Police,Killington, Hispanic,2016,police,Warning Counts,0
Killington Police,Killington, White,2017,police,Warning Counts,192
Killington Police,Killington, Black,2017,police,Warning Counts,0
Killington Police,Killington, Asian,2017,police,Warning Counts,0
Killington Police,Killington, Hispanic,2017,police,Warning Counts,0
Killington Police,Killington, White,2018,police,Warning Counts,110
Killington Police,Killington, Black,2018,police,Warning Counts,0
Killington Police,Killington, Asian,2018,police,Warning Counts,0
Killington Police,Killington, Hispanic,2018,police,Warning Counts,0
Lamoille County Sheriff,Lamoille County, White,2018,sheriff,Warning Counts,1255
Lamoille County Sheriff,Lamoille County, Black,2018,sheriff,Warning Counts,27
Lamoille County Sheriff,Lamoille County, Asian,2018,sheriff,Warning Counts,0
Lamoille County Sheriff,Lamoille County, Hispanic,2018,sheriff,Warning Counts,0
Ludlow Police,Ludlow, White,2017,police,Warning Counts,0
Lyndon Police,Lyndon, White,2017,police,Warning Counts,93
Lyndon Police,Lyndon, Black,2017,police,Warning Counts,0
Lyndon Police,Lyndon, White,2018,police,Warning Counts,282
Lyndon Police,Lyndon, Black,2018,police,Warning Counts,0
Lyndon Police,Lyndon, Asian,2018,police,Warning Counts,0
Lyndon Police,Lyndon, Hispanic,2018,police,Warning Counts,0
Manchester Police,Manchester, White,2014,police,Warning Counts,213
Manchester Police,Manchester, Black,2014,police,Warning Counts,0
Manchester Police,Manchester, Asian,2014,police,Warning Counts,0
Manchester Police,Manchester, Hispanic,2014,police,Warning Counts,0
Manchester Police,Manchester, White,2015,police,Warning Counts,933
Manchester Police,Manchester, Black,2015,police,Warning Counts,24
Manchester Police,Manchester, Asian,2015,police,Warning Counts,0
Manchester Police,Manchester, Hispanic,2015,police,Warning Counts,0
Manchester Police,Manchester, White,2016,police,Warning Counts,673
Manchester Police,Manchester, Black,2016,police,Warning Counts,11
Manchester Police,Manchester, Asian,2016,police,Warning Counts,0
Manchester Police,Manchester, Hispanic,2016,police,Warning Counts,0
Manchester Police,Manchester, White,2018,police,Warning Counts,798
Manchester Police,Manchester, Black,2018,police,Warning Counts,0
Manchester Police,Manchester, Asian,2018,police,Warning Counts,0
Manchester Police,Manchester, Hispanic,2018,police,Warning Counts,0
Middlebury Police,Middlebury, White,2014,police,Warning Counts,266
Middlebury Police,Middlebury, Black,2014,police,Warning Counts,0
Middlebury Police,Middlebury, Asian,2014,police,Warning Counts,0
Middlebury Police,Middlebury, Hispanic,2014,police,Warning Counts,0
Middlebury Police,Middlebury, White,2015,police,Warning Counts,478
Middlebury Police,Middlebury, Black,2015,police,Warning Counts,0
Middlebury Police,Middlebury, Asian,2015,police,Warning Counts,0
Middlebury Police,Middlebury, Hispanic,2015,police,Warning Counts,0
Middlebury Police,Middlebury, White,2016,police,Warning Counts,9
Middlebury Police,Middlebury, Black,2016,police,Warning Counts,0
Middlebury Police,Middlebury, Asian,2016,police,Warning Counts,0
Middlebury Police,Middlebury, Hispanic,2016,police,Warning Counts,0
Middlebury Police,Middlebury, White,2017,police,Warning Counts,706
Middlebury Police,Middlebury, Black,2017,police,Warning Counts,22
Middlebury Police,Middlebury, Asian,2017,police,Warning Counts,0
Middlebury Police,Middlebury, White,2018,police,Warning Counts,1041
Middlebury Police,Middlebury, Black,2018,police,Warning Counts,28
Middlebury Police,Middlebury, Asian,2018,police,Warning Counts,22
Middlebury Police,Middlebury, Hispanic,2018,police,Warning Counts,0
Milton Police,Milton, White,2014,police,Warning Counts,803
Milton Police,Milton, Black,2014,police,Warning Counts,0
Milton Police,Milton, Asian,2014,police,Warning Counts,0
Milton Police,Milton, Hispanic,2014,police,Warning Counts,0
Milton Police,Milton, White,2015,police,Warning Counts,2450
Milton Police,Milton, Black,2015,police,Warning Counts,42
Milton Police,Milton, Asian,2015,police,Warning Counts,29
Milton Police,Milton, Hispanic,2015,police,Warning Counts,0
Milton Police,Milton, White,2016,police,Warning Counts,738
Milton Police,Milton, Black,2016,police,Warning Counts,0
Milton Police,Milton, Asian,2016,police,Warning Counts,0
Milton Police,Milton, Hispanic,2016,police,Warning Counts,0
Milton Police,Milton, White,2017,police,Warning Counts,2182
Milton Police,Milton, Black,2017,police,Warning Counts,41
Milton Police,Milton, Asian,2017,police,Warning Counts,16
Milton Police,Milton, Hispanic,2017,police,Warning Counts,0
Milton Police,Milton, White,2018,police,Warning Counts,2419
Milton Police,Milton, Black,2018,police,Warning Counts,47
Milton Police,Milton, Asian,2018,police,Warning Counts,25
Milton Police,Milton, Hispanic,2018,police,Warning Counts,0
Milton Police,Milton, White,2019,police,Warning Counts,2667
Milton Police,Milton, Black,2019,police,Warning Counts,90
Milton Police,Milton, Asian,2019,police,Warning Counts,30
Milton Police,Milton, Hispanic,2019,police,Warning Counts,0
Montpelier Police,Montpelier, White,2014,police,Warning Counts,428
Montpelier Police,Montpelier, Black,2014,police,Warning Counts,0
Montpelier Police,Montpelier, Asian,2014,police,Warning Counts,0
Montpelier Police,Montpelier, Hispanic,2014,police,Warning Counts,0
Montpelier Police,Montpelier, White,2015,police,Warning Counts,1401
Montpelier Police,Montpelier, Black,2015,police,Warning Counts,28
Montpelier Police,Montpelier, Asian,2015,police,Warning Counts,21
Montpelier Police,Montpelier, Hispanic,2015,police,Warning Counts,0
Montpelier Police,Montpelier, White,2016,police,Warning Counts,443
Montpelier Police,Montpelier, Black,2016,police,Warning Counts,0
Montpelier Police,Montpelier, Asian,2016,police,Warning Counts,0
Montpelier Police,Montpelier, Hispanic,2016,police,Warning Counts,0
Montpelier Police,Montpelier, White,2017,police,Warning Counts,1977
Montpelier Police,Montpelier, Black,2017,police,Warning Counts,32
Montpelier Police,Montpelier, Asian,2017,police,Warning Counts,28
Montpelier Police,Montpelier, Hispanic,2017,police,Warning Counts,0
Montpelier Police,Montpelier, White,2018,police,Warning Counts,1715
Montpelier Police,Montpelier, Black,2018,police,Warning Counts,28
Montpelier Police,Montpelier, Asian,2018,police,Warning Counts,20
Montpelier Police,Montpelier, Hispanic,2018,police,Warning Counts,0
Morristown Police,Morristown, White,2017,police,Warning Counts,552
Morristown Police,Morristown, Black,2017,police,Warning Counts,0
Morristown Police,Morristown, Asian,2017,police,Warning Counts,0
Morristown Police,Morristown, Hispanic,2017,police,Warning Counts,0
Morristown Police,Morristown, White,2018,police,Warning Counts,479
Morristown Police,Morristown, Black,2018,police,Warning Counts,0
Morristown Police,Morristown, Hispanic,2018,police,Warning Counts,0
Newport Police,Newport, White,2015,police,Warning Counts,0
Newport Police,Newport, Asian,2015,police,Warning Counts,0
Newport Police,Newport, White,2016,police,Warning Counts,310
Newport Police,Newport, Black,2016,police,Warning Counts,0
Newport Police,Newport, Asian,2016,police,Warning Counts,0
Newport Police,Newport, Hispanic,2016,police,Warning Counts,0
Newport Police,Newport, White,2017,police,Warning Counts,899
Newport Police,Newport, Black,2017,police,Warning Counts,0
Newport Police,Newport, Asian,2017,police,Warning Counts,0
Newport Police,Newport, Hispanic,2017,police,Warning Counts,0
Newport Police,Newport, White,2018,police,Warning Counts,706
Newport Police,Newport, Black,2018,police,Warning Counts,0
Newport Police,Newport, Asian,2018,police,Warning Counts,0
Newport Police,Newport, Hispanic,2018,police,Warning Counts,0
Northfield Police,Northfield, White,2015,police,Warning Counts,464
Northfield Police,Northfield, Black,2015,police,Warning Counts,0
Northfield Police,Northfield, Asian,2015,police,Warning Counts,0
Northfield Police,Northfield, Hispanic,2015,police,Warning Counts,0
Northfield Police,Northfield, White,2016,police,Warning Counts,360
Northfield Police,Northfield, Black,2016,police,Warning Counts,0
Northfield Police,Northfield, Asian,2016,police,Warning Counts,0
Northfield Police,Northfield, Hispanic,2016,police,Warning Counts,0
Northfield Police,Northfield, White,2017,police,Warning Counts,74
Northfield Police,Northfield, Black,2017,police,Warning Counts,0
Northfield Police,Northfield, Asian,2017,police,Warning Counts,0
Northfield Police,Northfield, Hispanic,2017,police,Warning Counts,0
Northfield Police,Northfield, White,2018,police,Warning Counts,185
Northfield Police,Northfield, Black,2018,police,Warning Counts,0
Northfield Police,Northfield, Asian,2018,police,Warning Counts,0
Northfield Police,Northfield, Hispanic,2018,police,Warning Counts,0
Orange County Sheriff,Orange County, White,2017,sheriff,Warning Counts,1
Orange County Sheriff,Orange County, Black,2017,sheriff,Warning Counts,0
Orange County Sheriff,Orange County, Asian,2017,sheriff,Warning Counts,0
Orange County Sheriff,Orange County, Hispanic,2017,sheriff,Warning Counts,0
Orange County Sheriff,Orange County, White,2018,sheriff,Warning Counts,148
Orange County Sheriff,Orange County, Black,2018,sheriff,Warning Counts,0
Orange County Sheriff,Orange County, Asian,2018,sheriff,Warning Counts,0
Orange County Sheriff,Orange County, Hispanic,2018,sheriff,Warning Counts,0
Orleans County Sheriff,Orleans County, White,2017,sheriff,Warning Counts,1843
Orleans County Sheriff,Orleans County, Black,2017,sheriff,Warning Counts,24
Orleans County Sheriff,Orleans County, Asian,2017,sheriff,Warning Counts,13
Orleans County Sheriff,Orleans County, Hispanic,2017,sheriff,Warning Counts,11
Orleans County Sheriff,Orleans County, White,2018,sheriff,Warning Counts,259
Orleans County Sheriff,Orleans County, Black,2018,sheriff,Warning Counts,0
Orleans County Sheriff,Orleans County, Asian,2018,sheriff,Warning Counts,0
Orleans County Sheriff,Orleans County, Hispanic,2018,sheriff,Warning Counts,0
Pawlet Constabulary,Pawlet, White,2017,police,Warning Counts,0
Pawlet Constabulary,Pawlet, White,2018,police,Warning Counts,0
Pittsford Police,Pittsford, White,2016,police,Warning Counts,36
Pittsford Police,Pittsford, Black,2016,police,Warning Counts,0
Pittsford Police,Pittsford, Asian,2016,police,Warning Counts,0
Pittsford Police,Pittsford, Hispanic,2016,police,Warning Counts,0
Pittsford Police,Pittsford, White,2017,police,Warning Counts,10
Pittsford Police,Pittsford, Black,2017,police,Warning Counts,1
Pittsford Police,Pittsford, Asian,2017,police,Warning Counts,0
Pittsford Police,Pittsford, Hispanic,2017,police,Warning Counts,0
Pittsford Police,Pittsford, White,2018,police,Warning Counts,100
Pittsford Police,Pittsford, Black,2018,police,Warning Counts,0
Pittsford Police,Pittsford, Asian,2018,police,Warning Counts,0
Pittsford Police,Pittsford, Hispanic,2018,police,Warning Counts,0
Poultney Constabulary,Poultney, White,2017,police,Warning Counts,0
Poultney Constabulary,Poultney, Asian,2017,police,Warning Counts,0
Poultney Constabulary,Poultney, White,2018,police,Warning Counts,0
Randolph Police,Randolph, White,2014,police,Warning Counts,0
Randolph Police,Randolph, White,2015,police,Warning Counts,7
Randolph Police,Randolph, Black,2015,police,Warning Counts,0
Randolph Police,Randolph, White,2016,police,Warning Counts,16
Randolph Police,Randolph, Asian,2016,police,Warning Counts,0
Randolph Police,Randolph, White,2017,police,Warning Counts,466
Randolph Police,Randolph, Black,2017,police,Warning Counts,0
Randolph Police,Randolph, Asian,2017,police,Warning Counts,0
Randolph Police,Randolph, Hispanic,2017,police,Warning Counts,0
Randolph Police,Randolph, White,2018,police,Warning Counts,186
Randolph Police,Randolph, Black,2018,police,Warning Counts,0
Randolph Police,Randolph, Hispanic,2018,police,Warning Counts,0
Richmond Police,Richmond, White,2015,police,Warning Counts,0
Richmond Police,Richmond, Asian,2015,police,Warning Counts,0
Richmond Police,Richmond, White,2016,police,Warning Counts,1017
Richmond Police,Richmond, Black,2016,police,Warning Counts,12
Richmond Police,Richmond, Asian,2016,police,Warning Counts,0
Richmond Police,Richmond, Hispanic,2016,police,Warning Counts,0
Richmond Police,Richmond, White,2017,police,Warning Counts,966
Richmond Police,Richmond, Black,2017,police,Warning Counts,13
Richmond Police,Richmond, Asian,2017,police,Warning Counts,13
Richmond Police,Richmond, Hispanic,2017,police,Warning Counts,10
Richmond Police,Richmond, White,2018,police,Warning Counts,493
Richmond Police,Richmond, Black,2018,police,Warning Counts,0
Richmond Police,Richmond, Asian,2018,police,Warning Counts,0
Richmond Police,Richmond, Hispanic,2018,police,Warning Counts,0
Royalton Police,Royalton, White,2015,police,Warning Counts,62
Royalton Police,Royalton, Black,2015,police,Warning Counts,0
Royalton Police,Royalton, Asian,2015,police,Warning Counts,0
Royalton Police,Royalton, Hispanic,2015,police,Warning Counts,0
Royalton Police,Royalton, White,2016,police,Warning Counts,121
Royalton Police,Royalton, Black,2016,police,Warning Counts,0
Royalton Police,Royalton, Asian,2016,police,Warning Counts,0
Royalton Police,Royalton, Hispanic,2016,police,Warning Counts,0
Royalton Police,Royalton, White,2017,police,Warning Counts,73
Royalton Police,Royalton, Black,2017,police,Warning Counts,0
Royalton Police,Royalton, Asian,2017,police,Warning Counts,0
Royalton Police,Royalton, Hispanic,2017,police,Warning Counts,0
Royalton Police,Royalton, White,2018,police,Warning Counts,30
Royalton Police,Royalton, Black,2018,police,Warning Counts,0
Royalton Police,Royalton, Asian,2018,police,Warning Counts,0
Rutland County Sheriff,Rutland County, White,2014,sheriff,Warning Counts,324
Rutland County Sheriff,Rutland County, Black,2014,sheriff,Warning Counts,0
Rutland County Sheriff,Rutland County, Asian,2014,sheriff,Warning Counts,0
Rutland County Sheriff,Rutland County, Hispanic,2014,sheriff,Warning Counts,0
